High,High_x,HighMedium,HighMedium_x,Medium,Medium_x,MediumLow,MediumLow_x,Low,Low_x
86964,2013-06-28,86356,2013-11-26,45495,2013-05-31,90110,2013-03-05,23501,2013-09-16
18403,2013-03-06,88352,2013-09-24,38156,2013-06-20,39917,2013-07-29,12490,2013-06-28
75828,2013-11-27,88352,2013-07-25,67598,2013-06-20,13567,2013-05-30,67598,2013-11-29
88991,2013-03-25,65947,2013-07-31,84373,2014-01-06,27828,2013-08-27,85926,2013-05-02
76614,2013-12-31,89105,2013-03-25,29102,2013-04-26,75828,2013-10-29,26825,2013-09-30
87657,2013-05-22,79094,2013-04-19,50876,2013-06-28,21207,2013-07-10,10147,2013-12-12
91611,2013-03-04,75577,2013-10-23,87184,2013-06-17,79089,2013-03-27,78877,2013-11-19
90808,2013-07-29,43350,2013-10-17,82196,2013-04-23,21573,2013-10-29,15202,2013-02-25
54148,2013-09-05,43350,2013-10-17,27422,2013-09-30,52337,2013-08-19,82642,2014-02-25
86964,2013-04-24,21207,2013-07-10,27422,2013-09-30,90215,2013-04-30,26825,2013-10-01
76082,2013-11-18,27828,2013-09-30,91207,2013-07-24,79881,2013-10-22,23931,2013-05-29
77281,2014-01-23,75489,2014-02-25,80381,2013-11-25,88031,2013-01-25,45277,2014-02-11
86979,2013-04-24,13141,2013-11-27,16432,2013-05-14,39490,2013-02-28,12490,2013-04-22
13141,2013-12-06,82307,2013-08-30,86339,2013-02-14,59248,2013-07-26,60871,2013-04-29
88991,2013-06-27,87657,2013-03-19,92709,2013-12-04,13936,2013-04-02,27959,2013-06-20
21207,2014-01-31,52337,2013-04-25,90829,2013-02-26,13936,2013-04-02,43123,2013-08-06
27422,2013-03-27,52337,2013-04-25,89757,2013-08-26,59010,2013-12-27,75241,2013-04-19
81138,2013-03-04,76644,2013-04-23,89757,2013-08-26,60943,2013-06-04,85058,2013-10-31
79094,2013-12-18,82196,2013-11-27,86356,2013-03-18,85058,2013-09-17,25953,2013-04-30
13141,2013-11-27,16432,2013-03-28,76076,2013-11-26,57904,2013-03-19,75819,2013-12-03
21207,2013-08-07,52708,2013-06-10,77129,2013-10-04,77129,2013-09-25,80080,2013-12-13
88837,2013-03-27,43123,2013-04-26,49154,2014-02-24,86964,2013-02-27,12872,2013-09-23
21207,2013-04-30,76712,2013-06-19,90601,2013-04-02,80100,2013-09-05,12872,2013-09-23
77661,2013-09-10,27828,2013-10-03,79094,2013-03-28,13688,2013-10-15,79915,2013-04-23
14593,2013-03-04,85459,2013-04-19,93159,2013-04-17,77462,2013-10-14,79915,2013-04-23
40416,2013-11-19,85631,2013-07-31,82298,2013-04-17,14702,2013-12-05,58683,2013-07-05
90808,2013-07-29,75607,2013-10-24,34032,2013-08-14,77281,2013-02-26,10147,2013-04-19
91611,2013-09-17,86111,2013-07-31,85926,2013-09-23,39917,2013-08-13,54148,2013-06-28
88853,2013-04-23,81138,2013-02-28,85926,2013-09-23,85913,2013-07-24,82298,2013-10-24
79915,2013-12-16,39917,2013-06-19,49373,2013-09-26,56274,2013-10-04,93422,2013-03-06
90808,2013-04-30,11618,2013-07-24,85792,2013-06-13,22779,2013-04-24,13721,2013-07-01
45277,2013-11-22,89105,2013-08-07,85348,2014-01-30,82298,2013-11-26,14593,2013-06-27
79915,2013-02-28,67598,2013-11-29,27633,2013-04-23,25099,2014-01-08,39917,2013-05-30
82196,2013-12-17,13035,2013-08-23,52708,2013-07-30,88352,2013-02-28,26710,2014-02-28
27422,2014-02-26,81857,2013-05-31,91461,2013-10-30,40416,2013-07-05,42585,2013-11-29
21207,2013-12-23,51369,2013-04-24,87184,2013-09-27,80381,2013-03-11,27887,2013-09-30
75828,2014-01-16,16432,2013-04-30,64653,2014-01-02,85269,2013-06-28,89258,2013-04-12
75241,2014-01-10,91883,2013-02-21,86356,2013-03-18,75592,2013-11-26,11618,2013-06-18
90808,2013-05-21,29102,2013-04-26,52230,2013-04-26,75577,2013-04-26,76282,2013-02-26
52708,2013-08-14,25320,2013-11-27,25419,2013-10-21,85269,2013-04-17,24643,2013-04-17
70332,2013-12-26,77281,2013-12-05,25419,2013-10-21,27422,2013-07-05,36468,2013-12-30
21207,2013-04-30,90199,2013-06-19,11618,2014-01-28,91611,2013-03-04,57904,2013-04-11
87657,2013-04-30,87299,2013-11-22,21186,2013-11-13,24643,2013-07-31,77730,2013-11-04
60599,2013-02-14,92293,2013-06-25,90199,2013-05-30,66325,2014-01-31,77338,2013-05-16
89105,2013-07-25,12062,2014-01-30,37284,2013-04-15,24942,2013-02-01,45495,2013-04-17
87184,2013-10-23,92890,2013-07-24,81774,2014-01-30,58683,2013-08-29,61815,2013-11-27
69796,2013-02-05,78975,2013-05-21,76076,2013-12-13,13103,2013-11-11,75034,2014-01-09
48267,2013-03-25,60628,2013-05-28,91391,2013-03-28,75819,2013-05-31,19393,2013-08-22
75646,2013-05-21,75241,2013-11-29,76282,2013-11-08,13963,2014-01-31,79879,2013-11-22
43123,2013-04-26,21573,2013-11-06,13035,2013-08-23,12872,2013-06-27,90215,2013-11-29
89105,2013-05-28,91556,2014-02-21,75607,2013-06-05,67598,2013-05-30,23026,2013-06-20
82686,2013-04-30,52337,2013-09-12,89641,2013-07-29,23887,2013-02-20,81655,2013-09-20
87299,2013-03-25,79411,2013-03-28,68857,2013-03-06,77661,2013-11-11,21186,2013-10-31
48506,2013-02-08,68857,2013-10-31,54148,2013-10-15,13035,2013-07-31,64653,2013-11-29
48506,2013-02-08,65947,2013-09-12,43123,2013-07-18,75819,2013-11-29,21186,2013-05-22
75646,2013-05-21,37284,2013-05-10,90601,2013-09-03,75224,2013-03-05,93159,2014-02-18
86158,2013-05-14,66325,2014-02-04,12558,2013-11-13,64282,2013-03-21,80080,2013-05-14
91611,2013-08-13,87184,2013-05-30,81857,2013-06-04,86725,2013-03-08,81055,2013-01-29
86964,2013-07-09,86964,2013-11-25,65330,2013-07-08,16432,2013-10-29,49373,2013-09-26
52337,2013-12-23,77702,2014-01-31,91611,2014-01-23,16432,2013-10-29,75607,2013-05-31
43123,2013-06-28,85269,2013-07-18,87299,2013-10-31,88661,2013-08-16,42585,2013-12-23
89757,2013-08-26,75828,2013-11-27,49154,2014-01-30,60599,2013-11-29,70519,2013-11-05
89757,2013-07-24,12062,2014-01-30,88031,2013-10-07,70308,2013-05-13,51369,2013-08-08
79879,2013-11-22,10104,2013-04-29,15069,2013-04-19,77178,2013-04-30,88661,2013-10-23
81774,2013-04-23,90110,2013-03-05,76076,2013-10-23,86725,2013-02-27,89006,2013-07-09
37284,2014-02-10,86979,2013-03-28,75577,2013-06-12,60599,2013-09-30,11618,2013-11-27
75828,2013-12-05,12558,2013-09-17,85631,2013-05-24,70332,2013-11-27,10107,2013-07-25
10104,2013-03-26,79879,2013-04-19,75577,2013-10-23,25320,2013-11-27,19393,2013-09-10
23026,2013-07-05,81857,2013-10-25,89301,2013-03-04,25320,2013-11-27,41080,2013-05-01
82686,2013-11-14,39490,2013-03-05,50017,2013-06-14,85592,2013-12-31,79881,2014-02-20
13567,2013-05-30,81857,2013-11-27,12872,2013-04-30,21207,2013-11-27,79915,2013-11-29
75577,2013-12-19,88031,2013-10-07,88661,2013-07-31,91391,2014-01-31,87299,2013-07-22
89105,2013-06-28,10104,2013-03-26,91391,2013-02-21,49373,2013-11-29,84032,2013-05-16
86979,2013-10-24,79879,2013-10-31,39490,2014-02-28,85592,2013-09-17,13142,2014-01-16
87184,2013-10-23,38156,2013-07-24,76644,2014-02-25,52038,2013-09-30,76082,2013-10-24
12872,2013-07-18,77661,2013-06-26,78877,2013-04-22,53866,2013-11-08,55976,2014-02-24
82298,2014-02-07,88352,2013-07-25,87299,2013-02-11,53065,2013-10-23,75607,2014-02-20
40125,2013-05-16,15202,2013-07-31,76841,2013-06-19,53065,2013-10-23,10138,2013-08-30
59010,2013-10-25,52329,2013-05-13,57568,2013-06-28,40125,2013-05-16,39490,2013-08-19
43123,2013-05-30,87184,2013-03-26,27887,2013-10-02,40125,2013-05-16,29102,2013-04-26
83111,2013-02-19,79265,2013-12-19,16678,2014-01-22,77281,2013-03-08,29102,2013-04-26
87299,2013-12-02,53866,2013-02-19,77462,2013-09-25,13936,2013-03-28,85592,2013-12-31
86799,2013-06-28,61241,2013-04-05,89195,2014-02-27,34032,2013-10-21,50017,2013-05-16
37284,2013-09-30,77281,2013-04-04,13928,2014-01-31,34032,2013-10-21,22517,2013-05-31
87717,2013-04-25,82618,2013-07-30,83111,2013-10-21,84788,2014-02-21,50017,2013-04-30
89004,2013-11-27,82618,2013-07-30,83111,2013-10-21,15069,2013-04-19,13567,2013-04-16
75489,2014-01-21,75154,2013-10-16,80100,2013-07-31,52695,2013-12-20,80080,2013-11-26
77661,2013-10-15,80711,2013-09-24,27991,2013-06-20,13936,2013-10-01,90215,2013-12-02
12872,2013-07-18,52337,2013-11-19,91461,2013-11-20,52090,2013-09-30,86356,2013-10-25
76644,2013-04-23,90829,2013-03-28,18403,2013-02-28,80381,2013-12-24,20482,2013-09-27
70332,2013-12-26,92890,2013-07-24,89301,2013-11-27,13168,2013-07-22,77178,2013-04-30
88352,2013-03-15,15720,2013-06-03,87657,2013-12-13,23026,2013-11-27,48267,2013-01-31
52708,2013-09-05,91461,2013-11-20,81857,2013-04-25,83862,2013-04-16,89179,2014-01-16
85269,2013-06-28,76614,2013-10-31,18403,2013-08-29,65875,2013-06-03,90215,2013-06-18
60599,2013-02-14,67598,2013-10-04,66093,2014-02-28,83976,2013-03-26,90215,2013-06-18
60599,2013-02-14,89071,2013-08-14,24109,2013-06-20,52329,2013-04-30,82196,2013-07-24
67598,2013-07-31,90808,2013-03-28,75154,2013-09-25,75592,2013-11-26,85348,2013-10-23
68857,2013-11-15,41080,2013-05-01,85459,2013-03-11,61399,2014-01-29,82598,2013-10-31
75241,2013-12-11,75819,2013-11-29,80100,2013-08-19,76282,2013-10-30,79547,2013-08-19
82196,2013-12-17,86964,2013-06-28,34032,2013-10-21,84381,2013-05-02,93159,2013-08-21
79094,2013-12-18,75154,2013-05-28,23712,2013-07-05,81774,2013-04-23,82307,2013-07-30
79094,2013-12-18,79411,2014-01-22,79089,2014-01-23,81481,2014-01-31,21776,2013-06-20
21207,2013-05-17,76744,2013-11-12,39490,2013-08-19,84788,2013-04-29,86868,2013-04-19
87184,2013-04-30,76744,2013-11-12,80381,2013-10-31,37584,2013-07-10,90441,2013-12-09
93422,2013-05-07,25785,2013-12-19,64282,2013-03-21,64936,2013-06-03,87432,2013-03-22
75241,2013-11-29,12062,2013-12-31,59010,2013-11-01,27633,2013-04-23,83143,2013-10-11
37284,2013-10-01,92890,2013-07-24,85792,2013-05-30,10107,2013-08-05,80711,2013-08-19
93159,2013-04-17,92890,2013-07-24,19502,2013-07-05,24942,2013-01-31,89954,2013-03-06
76644,2013-01-30,89301,2013-12-06,52695,2014-01-31,52708,2013-11-11,79547,2013-11-25
10104,2013-04-29,13035,2013-07-31,64653,2013-12-31,23473,2014-02-06,23819,2013-04-19
40416,2013-08-30,75154,2013-03-19,37284,2013-06-28,65875,2013-05-31,89757,2013-08-26
86799,2013-06-28,18403,2013-07-31,75828,2013-10-29,76614,2014-01-09,13356,2013-09-17
82686,2013-06-25,51369,2013-04-24,88668,2013-07-31,25320,2013-10-14,88661,2013-07-31
75819,2013-07-31,52230,2013-04-26,80381,2013-09-17,76201,2013-11-14,13168,2013-10-18
75577,2013-11-19,75577,2013-04-26,90441,2014-01-21,25419,2013-07-09,13168,2013-10-18
85631,2013-06-28,89393,2013-04-10,90808,2013-06-07,47896,2013-10-31,79265,2013-06-03
86158,2013-04-25,23026,2013-11-27,85792,2013-04-30,23085,2013-07-05,88837,2013-02-28
39490,2013-04-19,69032,2013-04-22,89393,2013-04-10,80080,2013-03-27,82196,2013-05-13
81138,2013-03-04,83111,2013-10-21,89393,2013-04-10,10107,2013-08-05,79879,2013-09-03
82298,2014-01-31,89301,2013-05-28,79881,2013-04-01,80711,2013-10-31,77178,2013-06-24
79879,2013-05-24,89301,2013-05-28,89301,2013-01-31,80711,2013-12-02,81857,2013-09-23
48506,2013-02-08,75489,2013-09-04,85269,2013-04-17,70332,2013-12-26,24205,2013-09-17
65947,2014-01-03,80080,2013-05-14,75825,2013-04-19,70332,2013-12-26,90199,2013-06-19
21776,2013-07-05,48267,2013-04-23,84373,2013-12-31,88661,2013-10-23,86580,2013-12-16
61815,2014-01-21,37584,2013-07-10,29102,2013-12-11,88661,2013-10-23,11308,2013-09-30
85269,2013-07-18,85269,2013-05-13,25320,2013-09-30,13963,2014-01-31,48506,2013-07-16
88031,2013-09-30,75592,2013-06-19,47941,2013-06-10,83143,2013-09-11,51369,2013-08-08
87717,2013-03-28,29102,2013-12-11,11618,2013-07-24,76082,2013-09-25,79411,2013-01-28
65947,2013-12-26,15720,2013-05-31,93159,2013-09-30,89757,2013-06-28,25419,2013-10-21
77659,2014-01-31,25419,2014-01-30,75819,2014-01-03,75577,2013-04-26,23501,2013-09-16
40416,2013-10-31,89071,2013-07-29,56274,2014-02-27,12490,2013-04-22,87184,2013-02-26
89004,2013-11-27,42200,2013-05-31,25099,2013-09-12,20482,2013-09-27,59459,2014-02-07
82686,2013-10-15,88837,2013-04-01,87717,2013-02-26,88668,2013-05-31,68144,2013-03-22
86964,2013-03-22,85631,2013-08-01,85592,2013-07-31,83111,2013-10-21,,
92293,2013-04-23,21207,2014-02-06,65947,2013-11-29,91883,2013-01-31,,
